account_age_months,avg_order_value,total_orders,days_since_last_purchase,return_rate,customer_support_tickets,browsing_frequency_per_week,cart_abandonment_rate,satisfaction_score,price_sensitivity_index,order_value_density,inactivity_ratio,loyalty_member_Yes,churned_Yes
0.8720906607914569,1.9883123256842736,0.435047730468707,-0.450143406809035,1.561921548125212,-0.8795887837014732,1.597056437749792,-0.8533823886663969,1.0973553349255951,-0.7064624650885376,-0.3522343676863502,-0.40275501842705064,0,0
-1.6101882510936016,-0.8804021759593638,-0.48697067412972705,-0.9343564421345286,0.1474833444401303,0.14527742673748062,0.539583660783139,-2.079188997868447,0.34624717771974506,2.070715209221012,-0.5822328276642539,-0.12844207561676027,0,0
-0.10927542065147319,-0.918463296303726,-0.02596147183051004,0.760389181504699,1.1028494995607558,-0.8795887837014732,-0.9937518658185076,-0.8732335078437581,0.26548285974062164,-0.18574165115549734,-0.7550526988979358,-0.03065307045524752,0,0
0.23708907868132567,-0.34367200583377666,0.08929082874429421,-1.0150586146887774,-0.907141631991729,-0.8795887837014732,0.3809627442381412,0.6354515496356876,1.3234954252671423,2.5914360231540523,-0.6556059901642319,-0.4887173577907544,0,0
0.46799874490319154,0.804771020604794,-0.8327275758541398,-0.8536542695802797,-0.745846047360974,-0.8795887837014732,1.2269409658114638,0.05480631369787469,1.4931004930233012,0.42176596509971676,1.717029009054813,-0.4604100141913691,0,0
-0.7442770027616045,-0.3518767982433398,-0.3717183735549228,-0.6115477519175329,-0.2619592934687092,1.1701436371764342,-1.6282355319984994,0.3873125599186739,-1.03482265972327,1.8103548022544913,-0.4612662624615873,-0.30316204328760704,0,0
-0.6288221696506715,-1.201300723533388,-0.25646607298011853,-0.7729520970260307,-0.2867739987965176,0.14527742673748062,-1.0466255046668402,-0.5456900414172994,0.4835465182842552,-0.09895484883332346,-0.7826701228333426,-0.3821052844943684,0,0
0.6989084111250574,-0.609644026443781,0.3197954298939027,2.455134805143927,-0.6465872260497402,0.14527742673748062,1.4384355212047941,-1.4290648448098695,0.12010708737819925,-0.9668228720550581,-0.7508164034082511,0.11018181257640473,0,1
1.6802744925679876,1.9830703749781635,2.6248414413899877,-1.0957607872430264,-1.0312151586307714,-0.8795887837014732,-0.6236363938801791,-0.2528860335512225,0.19279497355941044,-1.0536096743772316,-0.7083075389531277,-0.5093888903745082,0,0
1.5648196594570547,-0.26914514144691176,0.7808046321931197,-0.9747075284116531,-0.6589945787136444,0.14527742673748062,-0.4121418384868485,-1.0866330390003902,-0.8167590011796363,0.42176596509971676,-0.7568659120603165,-0.4935152126381078,0,0
