Customer_ID,account_age_months,avg_order_value,total_orders,days_since_last_purchase,return_rate,customer_support_tickets,browsing_frequency_per_week,cart_abandonment_rate,satisfaction_score,price_sensitivity_index,order_value_density,inactivity_ratio,loyalty_member_Yes,churned_Yes,event_timestamp
0520df14-712d-4c69-a0c5-95a2e7dfc1ff,0.8720906607914569,1.9883123256842736,0.435047730468707,-0.450143406809035,1.561921548125212,-0.8795887837014732,1.597056437749792,-0.8533823886663969,1.0973553349255951,-0.7064624650885376,-0.3522343676863502,-0.4027550184270506,0,0,2026-01-05 07:00:00
a4013b3f-0688-4096-a194-6074be8ffec8,-1.6101882510936016,-0.8804021759593638,-0.486970674129727,-0.9343564421345286,0.1474833444401303,0.1452774267374806,0.539583660783139,-2.079188997868447,0.346247177719745,2.070715209221012,-0.5822328276642539,-0.1284420756167602,0,0,2026-01-19 04:00:00
eb870f2c-ed3d-4a21-a8ac-273fae69ea4f,-0.1092754206514731,-0.918463296303726,-0.02596147183051,0.760389181504699,1.1028494995607558,-0.8795887837014732,-0.9937518658185076,-0.8732335078437581,0.2654828597406216,-0.1857416511554973,-0.7550526988979358,-0.0306530704552475,0,0,2026-01-12 07:00:00
a7433451-8ea9-428a-9d80-679c6963b39f,0.2370890786813256,-0.3436720058337766,0.0892908287442942,-1.0150586146887774,-0.907141631991729,-0.8795887837014732,0.3809627442381412,0.6354515496356876,1.3234954252671425,2.5914360231540523,-0.6556059901642319,-0.4887173577907544,0,0,2026-01-05 11:00:00
43f81935-49e3-44d3-94d1-5c4715738988,0.4679987449031915,0.804771020604794,-0.8327275758541398,-0.8536542695802797,-0.745846047360974,-0.8795887837014732,1.2269409658114638,0.0548063136978746,1.4931004930233012,0.4217659650997167,1.717029009054813,-0.4604100141913691,0,0,2026-01-04 00:00:00
a6a161bd-0ccb-4f23-9988-38b3b6202787,-0.7442770027616045,-0.3518767982433398,-0.3717183735549228,-0.6115477519175329,-0.2619592934687092,1.1701436371764342,-1.6282355319984994,0.3873125599186739,-1.03482265972327,1.8103548022544915,-0.4612662624615873,-0.303162043287607,0,0,2026-01-30 05:00:00
69101cd5-f8ca-46ef-ac5c-ed2fe09c7e80,-0.6288221696506715,-1.201300723533388,-0.2564660729801185,-0.7729520970260307,-0.2867739987965176,0.1452774267374806,-1.0466255046668402,-0.5456900414172994,0.4835465182842552,-0.0989548488333234,-0.7826701228333426,-0.3821052844943684,0,0,2026-01-01 21:00:00
074b9fbf-6061-479d-be11-89c1a3b07c47,0.6989084111250574,-0.609644026443781,0.3197954298939027,2.455134805143927,-0.6465872260497402,0.1452774267374806,1.438435521204794,-1.4290648448098695,0.1201070873781992,-0.966822872055058,-0.7508164034082511,0.1101818125764047,0,1,2026-01-26 15:00:00
dcf6c2a1-e843-4633-bf47-8e3c0fb7478d,1.6802744925679876,1.9830703749781635,2.624841441389988,-1.0957607872430264,-1.0312151586307714,-0.8795887837014732,-0.6236363938801791,-0.2528860335512225,0.1927949735594104,-1.0536096743772316,-0.7083075389531277,-0.5093888903745082,0,0,2026-01-06 02:00:00
eb449e04-d4d8-4536-ae59-bd4c638a6365,1.5648196594570547,-0.2691451414469117,0.7808046321931197,-0.9747075284116532,-0.6589945787136444,0.1452774267374806,-0.4121418384868485,-1.0866330390003902,-0.8167590011796363,0.4217659650997167,-0.7568659120603165,-0.4935152126381078,0,0,2026-01-20 11:00:00
